================ Training Loss (Wed Jan 10 14:56:03 2024) ================
(epoch: 6, iters: 180, time: 0.011, data: 6.421) G_GAN: 0.401 G_L1: 14.838 D_real: 0.839 D_fake: 0.134 
(epoch: 11, iters: 360, time: 0.011, data: 0.002) G_GAN: 1.308 G_L1: 14.105 D_real: 0.241 D_fake: 0.348 
(epoch: 16, iters: 540, time: 0.014, data: 0.002) G_GAN: 2.687 G_L1: 22.468 D_real: 0.245 D_fake: 0.088 
(epoch: 22, iters: 156, time: 0.015, data: 0.003) G_GAN: 3.137 G_L1: 16.397 D_real: 0.063 D_fake: 0.500 
(epoch: 27, iters: 336, time: 0.013, data: 0.002) G_GAN: 1.870 G_L1: 15.594 D_real: 0.249 D_fake: 0.598 
(epoch: 32, iters: 516, time: 0.014, data: 0.002) G_GAN: 1.756 G_L1: 14.776 D_real: 0.390 D_fake: 0.654 
(epoch: 38, iters: 132, time: 0.015, data: 0.002) G_GAN: 0.819 G_L1: 15.341 D_real: 0.553 D_fake: 0.445 
(epoch: 43, iters: 312, time: 0.020, data: 0.001) G_GAN: 1.191 G_L1: 17.172 D_real: 0.538 D_fake: 0.321 
(epoch: 48, iters: 492, time: 0.020, data: 0.002) G_GAN: 1.541 G_L1: 11.512 D_real: 0.173 D_fake: 0.635 
(epoch: 54, iters: 108, time: 0.016, data: 0.002) G_GAN: 1.313 G_L1: 14.543 D_real: 0.300 D_fake: 0.502 
(epoch: 59, iters: 288, time: 0.016, data: 0.001) G_GAN: 1.407 G_L1: 15.413 D_real: 0.501 D_fake: 0.331 
(epoch: 64, iters: 468, time: 0.020, data: 0.002) G_GAN: 1.359 G_L1: 14.295 D_real: 0.311 D_fake: 0.543 
(epoch: 70, iters: 84, time: 0.030, data: 0.002) G_GAN: 1.466 G_L1: 14.740 D_real: 1.019 D_fake: 0.487 
(epoch: 75, iters: 264, time: 0.025, data: 0.002) G_GAN: 0.772 G_L1: 13.961 D_real: 0.474 D_fake: 0.532 
(epoch: 80, iters: 444, time: 0.025, data: 0.002) G_GAN: 1.076 G_L1: 13.822 D_real: 0.501 D_fake: 0.422 
(epoch: 86, iters: 60, time: 0.025, data: 0.003) G_GAN: 1.390 G_L1: 17.020 D_real: 0.482 D_fake: 0.407 
(epoch: 91, iters: 240, time: 0.028, data: 0.002) G_GAN: 2.619 G_L1: 18.300 D_real: 0.515 D_fake: 0.165 
(epoch: 96, iters: 420, time: 0.029, data: 0.002) G_GAN: 0.728 G_L1: 12.741 D_real: 0.695 D_fake: 0.486 
(epoch: 102, iters: 36, time: 0.043, data: 0.001) G_GAN: 1.479 G_L1: 16.499 D_real: 0.613 D_fake: 0.201 
(epoch: 107, iters: 216, time: 0.023, data: 0.002) G_GAN: 1.642 G_L1: 12.814 D_real: 0.075 D_fake: 0.432 
(epoch: 112, iters: 396, time: 0.022, data: 0.002) G_GAN: 1.586 G_L1: 15.393 D_real: 0.180 D_fake: 0.541 
(epoch: 118, iters: 12, time: 0.032, data: 0.002) G_GAN: 1.306 G_L1: 16.089 D_real: 0.129 D_fake: 0.713 
(epoch: 123, iters: 192, time: 0.033, data: 0.002) G_GAN: 0.897 G_L1: 13.114 D_real: 0.335 D_fake: 0.353 
(epoch: 128, iters: 372, time: 0.034, data: 0.002) G_GAN: 1.242 G_L1: 12.749 D_real: 0.166 D_fake: 0.769 
(epoch: 133, iters: 552, time: 0.023, data: 0.002) G_GAN: 2.251 G_L1: 18.259 D_real: 1.040 D_fake: 0.152 
(epoch: 139, iters: 168, time: 0.023, data: 0.001) G_GAN: 1.083 G_L1: 13.735 D_real: 0.585 D_fake: 0.581 
(epoch: 144, iters: 348, time: 0.025, data: 0.003) G_GAN: 1.105 G_L1: 14.551 D_real: 0.346 D_fake: 0.703 
(epoch: 149, iters: 528, time: 0.030, data: 0.002) G_GAN: 1.864 G_L1: 22.018 D_real: 0.059 D_fake: 1.479 
(epoch: 155, iters: 144, time: 0.026, data: 0.002) G_GAN: 1.312 G_L1: 14.284 D_real: 1.008 D_fake: 0.542 
(epoch: 160, iters: 324, time: 0.025, data: 0.001) G_GAN: 3.717 G_L1: 13.793 D_real: 1.049 D_fake: 1.178 
(epoch: 165, iters: 504, time: 0.039, data: 0.001) G_GAN: 0.995 G_L1: 12.577 D_real: 0.685 D_fake: 0.450 
(epoch: 171, iters: 120, time: 0.041, data: 0.002) G_GAN: 0.855 G_L1: 14.978 D_real: 0.638 D_fake: 0.483 
(epoch: 176, iters: 300, time: 0.050, data: 0.001) G_GAN: 1.194 G_L1: 15.373 D_real: 0.713 D_fake: 0.498 
(epoch: 181, iters: 480, time: 0.049, data: 0.002) G_GAN: 1.303 G_L1: 13.431 D_real: 0.347 D_fake: 0.497 
(epoch: 187, iters: 96, time: 0.063, data: 0.002) G_GAN: 0.666 G_L1: 15.679 D_real: 1.035 D_fake: 0.358 
(epoch: 192, iters: 276, time: 0.046, data: 0.004) G_GAN: 0.882 G_L1: 14.926 D_real: 0.463 D_fake: 0.539 
(epoch: 197, iters: 456, time: 0.044, data: 0.003) G_GAN: 1.190 G_L1: 13.536 D_real: 0.462 D_fake: 0.549 
(epoch: 203, iters: 72, time: 0.057, data: 0.003) G_GAN: 1.434 G_L1: 15.425 D_real: 0.580 D_fake: 0.237 
(epoch: 208, iters: 252, time: 0.047, data: 0.002) G_GAN: 1.401 G_L1: 16.517 D_real: 1.015 D_fake: 0.226 
(epoch: 213, iters: 432, time: 0.051, data: 0.003) G_GAN: 1.078 G_L1: 13.384 D_real: 0.218 D_fake: 0.687 
(epoch: 219, iters: 48, time: 0.050, data: 0.004) G_GAN: 1.227 G_L1: 16.776 D_real: 0.418 D_fake: 0.651 
(epoch: 224, iters: 228, time: 0.054, data: 0.001) G_GAN: 1.458 G_L1: 15.803 D_real: 0.261 D_fake: 1.152 
(epoch: 229, iters: 408, time: 0.046, data: 0.002) G_GAN: 0.802 G_L1: 13.506 D_real: 1.169 D_fake: 0.376 
(epoch: 235, iters: 24, time: 0.070, data: 0.003) G_GAN: 1.180 G_L1: 17.688 D_real: 0.244 D_fake: 0.697 
(epoch: 240, iters: 204, time: 0.033, data: 0.002) G_GAN: 1.001 G_L1: 11.501 D_real: 0.231 D_fake: 0.669 
(epoch: 245, iters: 384, time: 0.029, data: 0.002) G_GAN: 0.798 G_L1: 13.171 D_real: 1.418 D_fake: 0.466 
(epoch: 250, iters: 564, time: 0.030, data: 0.002) G_GAN: 1.278 G_L1: 16.488 D_real: 0.731 D_fake: 0.278 
(epoch: 256, iters: 180, time: 0.030, data: 6.505) G_GAN: 1.248 G_L1: 12.074 D_real: 1.457 D_fake: 0.103 
(epoch: 261, iters: 360, time: 0.036, data: 0.002) G_GAN: 1.506 G_L1: 13.518 D_real: 0.097 D_fake: 0.600 
(epoch: 266, iters: 540, time: 0.031, data: 0.001) G_GAN: 2.291 G_L1: 21.250 D_real: 0.108 D_fake: 1.132 
(epoch: 272, iters: 156, time: 0.033, data: 0.002) G_GAN: 1.004 G_L1: 14.567 D_real: 0.627 D_fake: 0.518 
(epoch: 277, iters: 336, time: 0.036, data: 0.002) G_GAN: 1.489 G_L1: 16.941 D_real: 0.262 D_fake: 0.542 
(epoch: 282, iters: 516, time: 0.035, data: 0.002) G_GAN: 1.405 G_L1: 16.116 D_real: 0.288 D_fake: 0.705 
(epoch: 288, iters: 132, time: 0.058, data: 0.002) G_GAN: 0.972 G_L1: 14.004 D_real: 0.536 D_fake: 0.415 
(epoch: 293, iters: 312, time: 0.063, data: 0.003) G_GAN: 1.684 G_L1: 16.113 D_real: 0.301 D_fake: 0.242 
(epoch: 298, iters: 492, time: 0.057, data: 0.004) G_GAN: 1.122 G_L1: 12.918 D_real: 0.662 D_fake: 0.376 
(epoch: 304, iters: 108, time: 0.034, data: 0.003) G_GAN: 0.781 G_L1: 14.289 D_real: 0.569 D_fake: 0.682 
(epoch: 309, iters: 288, time: 0.041, data: 0.002) G_GAN: 2.529 G_L1: 12.613 D_real: 0.490 D_fake: 0.634 
(epoch: 314, iters: 468, time: 0.062, data: 0.001) G_GAN: 0.867 G_L1: 11.441 D_real: 0.933 D_fake: 0.359 
(epoch: 320, iters: 84, time: 0.065, data: 0.003) G_GAN: 1.287 G_L1: 15.792 D_real: 0.430 D_fake: 0.375 
(epoch: 325, iters: 264, time: 0.040, data: 0.001) G_GAN: 0.962 G_L1: 14.234 D_real: 0.711 D_fake: 0.289 
(epoch: 330, iters: 444, time: 0.065, data: 0.002) G_GAN: 1.544 G_L1: 12.993 D_real: 0.276 D_fake: 0.424 
(epoch: 336, iters: 60, time: 0.065, data: 0.003) G_GAN: 1.403 G_L1: 17.446 D_real: 0.381 D_fake: 0.435 
(epoch: 341, iters: 240, time: 0.063, data: 0.002) G_GAN: 1.872 G_L1: 16.666 D_real: 0.773 D_fake: 0.245 
(epoch: 346, iters: 420, time: 0.070, data: 0.003) G_GAN: 0.945 G_L1: 13.111 D_real: 0.737 D_fake: 0.377 
(epoch: 352, iters: 36, time: 0.073, data: 0.002) G_GAN: 1.373 G_L1: 16.213 D_real: 0.443 D_fake: 0.528 
